,Controller,Reason,Date,Time,Corr,RPM,Pwr,TotRun,Q,PF,LChr,Gfrq,Vg1,Vg2,Vg3,Vg12,Vg23,Vg31,Ig1,Ig2,Ig3,Bfrq,Vb1,Vb2,Vb3,Vb12,Vb23,Vb31,FC,FMI,OC,SRO,VRO,UBat,CPUT,D+,OilP,Wtmp,Flev,BIN,BOUT,Mode,Erpm,Eflr,Eclt,Eint,Eoil,Einp,Eld,EA8,EA9,EA10,EA11,EA12,EA13,EBI1,EBI2,EBO1,GL16,DEFl,Soot,kWhour,EA14,EA15,EA16,EBO2,Reg16,CAN16
-792,C01 - SGB 1603,Time stamp,44550,23:56:00.1,0,1502,343,2306,241,0.82,L,50.1,240,240,240,415,415,416,595,544,581,50.1,239,240,240,417,417,417,0,0,0,0.126,54.4,27.9,48.3,27.9,#####,#####,#####,10010001 0100,01001100 0011,AUT,1502,93.3,89,49,3.76,1.02,68,#####,#####,#####,#####,#####,#####,1111,11000000,0,10111110 00000000,,,,,,,,,
-793,C07 - SGJ-1500,Time stamp,44550,23:55:00.2,0,1495,371,2546,246,0.83,L,49.8,240,239,239,415,414,415,599,635,615,49.9,240,238,239,417,416,417,0,0,0,0.112,53.6,28,45.4,28.2,,,,01100001 0000,01010001 0010,AUT,1495,91,87,42,4,1.28,68,38,#####,#####,27.6,,,11110000,,0,10111110 00000000,,,,,,,,,
-794,C05 - SGC1616,Time stamp,44550,23:55:00.2,0,1496,463,2535,328,0.82,L,49.9,239,239,238,414,413,415,844,787,764,49.9,239,239,238,416,415,416,0,0,0,0.006,49.4,27,44.9,0,#####,#####,#####,10100000 0000,10010001 0111,AUT,1494,109.8,78,38,4.32,1.2,#####,,,,,,,10111100,,11100,10111110 00000000,,,2822712,,,,,,
-795,C04 - SGC 1615,Time stamp,44550,23:55:00.2,0,1497,462,2554,303,0.84,L,49.8,239,239,240,415,414,415,810,781,739,49.8,239,239,239,416,416,416,0,0,0,-0.004,47.5,27.4,36.6,0,#####,#####,#####,10100001 0000,10010001 0111,AUT,1494,111.2,78,33,4.16,1.18,#####,#####,#####,#####,#####,#####,#####,10111100,0,11100,10111110 00000000,,,,#####,#####,#####,0,,
-796,C03 - SGC 1618,Time stamp,44550,23:55:00.1,0,1496,458,2522,301,0.84,L,49.9,239,239,239,413,413,414,788,763,725,49.9,238,239,238,415,414,416,0,0,0,-0.018,47.5,27.4,41.9,0,#####,#####,#####,00100000 0000,10010001 0111,AUT,1496,109.3,78,33,4.36,1.22,#####,,,,,,,10111100,,11100,10111110 00000000,#####,#####,2895769,,,,,,
-797,C01 - SGB 1603,Time stamp,44550,23:55:00.1,0,1496,379,2515,261,0.82,L,49.9,240,240,239,415,414,416,678,626,663,49.9,239,240,240,417,416,417,0,0,0,0.064,54.2,27.9,48.3,27.9,#####,#####,#####,10010001 0100,01001100 0011,AUT,1497,102.1,89,50,3.84,1.2,71,#####,#####,#####,#####,#####,#####,1111,11000000,0,10111110 00000000,,,,,,,,,
-798,C06 - SGB 1601,Time stamp,44550,23:55:00.0,0,1496,411,2523,294,0.81,L,49.9,240,240,240,416,415,418,782,680,659,49.9,240,239,240,418,417,419,0,0,0,0.032,52.6,28.3,53.7,28.2,#####,#####,47,10010000 0100,01001100 0011,AUT,1494,108.4,88,55,3.08,1.46,,,,,,,,,,,10111110 00000000,,,,,,,,11111110 00000000,11111110 00000000
-799,C06 - SGB 1601,Time stamp,44550,23:54:00.3,0,1494,405,2481,297,0.81,L,49.9,240,240,240,416,416,418,772,674,645,49.9,240,239,241,418,417,419,0,0,0,-0.044,52.6,28.3,54.2,28.2,#####,#####,48,10010000 0100,01001100 0011,AUT,1497,109,88,55,3.08,1.42,,,,,,,,,,,10111110 00000000,,,,,,,,11111110 00000000,11111110 00000000
-800,C03 - SGC 1618,Time stamp,44550,23:54:00.3,0,1496,451,2512,301,0.83,L,49.9,239,238,238,413,412,414,783,746,720,49.9,239,239,238,416,415,416,0,0,0,-0.01,47.5,27.4,41.9,0,#####,#####,#####,00100000 0000,10010001 0111,AUT,1495,106.9,78,33,4.44,1.24,#####,,,,,,,10111100,,11100,10111110 00000000,#####,#####,2895762,,,,,,
-801,C07 - SGJ-1500,Time stamp,44550,23:54:00.1,0,1498,351,2461,242,0.82,L,50,241,240,240,417,415,417,604,631,614,50,241,239,239,417,417,418,0,0,0,0.128,53.6,28,45.4,28.3,,,,01100001 0000,01010001 0010,AUT,1500,87.4,87,42,4,1.18,64,38,#####,#####,27.5,,,11110000,,0,10111110 00000000,,,,,,,,,
-802,C05 - SGC1616,Time stamp,44550,23:54:00.1,0,1496,439,2450,330,0.8,L,50,240,240,239,415,415,416,806,764,735,50,240,240,239,417,416,417,0,0,0,-0.01,49.4,27.1,44.9,0,#####,#####,#####,10100000 0000,10010001 0111,AUT,1499,109.7,78,38,4.32,1.18,#####,,,,,,,10111100,,11100,10111110 00000000,,,2822705,,,,,,
-803,C04 - SGC 1615,Time stamp,44550,23:54:00.1,0,1496,444,2476,292,0.84,L,50,240,240,240,417,415,416,757,719,682,50,240,239,239,417,416,416,0,0,0,0.006,47.4,27.4,36.6,0,#####,#####,#####,10100001 0000,10010001 0111,AUT,1497,107.1,78,33,4.16,1.2,#####,#####,#####,#####,#####,#####,#####,10111100,0,11100,10111110 00000000,,,,#####,#####,#####,0,,
-804,C01 - SGB 1603,Time stamp,44550,23:54:00.0,0,1498,377,2500,257,0.83,L,49.9,240,240,239,415,414,416,665,612,651,49.9,239,239,240,416,417,417,0,0,0,0.092,54.3,27.9,48.3,27.9,#####,#####,#####,10010001 0100,01001100 0011,AUT,1497,102,89,51,3.72,1.12,73,#####,#####,#####,#####,#####,#####,1111,11000000,0,10111110 00000000,,,,,,,,,
-805,C06 - SGB 1601,Time stamp,44550,23:53:00.3,0,1500,429,2720,312,0.81,L,50.1,241,240,241,416,416,419,812,705,681,50.1,241,240,241,419,417,420,0,0,0,0.236,52.4,28.3,54.2,28.2,#####,#####,47,10010000 0100,01001100 0011,AUT,1500,113.5,89,56,3.08,1.6,,,,,,,,,,,10111110 00000000,,,,,,,,11111110 00000000,11111110 00000000
-806,C03 - SGC 1618,Time stamp,44550,23:53:00.3,0,1500,486,2731,312,0.84,L,50.1,240,239,239,414,414,415,813,781,754,50.1,239,239,239,416,415,417,0,0,0,0.03,47.8,27.4,41.9,0,#####,#####,#####,00100000 0000,10010001 0111,AUT,1500,115.7,78,33,4.44,1.36,#####,,,,,,,10111100,,11100,10111110 00000000,#####,#####,2895755,,,,,,
-807,C01 - SGB 1603,Time stamp,44550,23:53:00.3,0,1502,413,2716,274,0.83,L,50.1,240,240,240,416,415,417,696,646,689,50.1,240,240,240,417,417,418,0,0,0,-0.018,53.9,27.9,48.3,27.9,#####,#####,#####,10010001 0100,01001100 0011,AUT,1503,111.8,89,50,3.72,1.46,78,#####,#####,#####,#####,#####,#####,1111,11000000,0,10111110 00000000,,,,,,,,,
-808,C04 - SGC 1615,Time stamp,44550,23:53:00.1,0,1501,485,2743,319,0.84,L,50,240,240,240,416,414,416,841,794,770,50,240,239,239,417,416,417,0,0,0,0.03,47.8,27.4,36.6,0,#####,#####,#####,10100001 0000,10010001 0111,AUT,1500,117.7,78,34,4.04,1.34,#####,#####,#####,#####,#####,#####,#####,10111100,0,11100,10111110 00000000,,,,#####,#####,#####,0,,
-809,C07 - SGJ-1500,Time stamp,44550,23:53:00.0,0,1502,422,2739,267,0.85,L,50,241,240,240,416,415,417,689,726,695,50,241,239,239,418,417,418,0,0,0,0.062,53.7,27.9,45.8,28.2,,,,01100001 0000,01010001 0010,AUT,1501,103.5,87,42,4,1.62,74,38,#####,#####,27.5,,,11110000,,0,10111110 00000000,,,,,,,,,
-810,C05 - SGC1616,Time stamp,44550,23:53:00.0,0,1502,487,2728,328,0.83,L,50,240,240,239,415,414,416,869,831,798,50,240,239,239,416,416,417,0,0,0,0.004,49.3,27,44.9,0.2,#####,#####,#####,10100000 0000,10010001 0111,AUT,1501,119.2,78,38,4.28,1.4,#####,,,,,,,10111100,,11100,10111110 00000000,,,2822697,,,,,,
-811,C07 - SGJ-1500,Time stamp,44550,23:52:00.3,0,1503,375,2566,259,0.82,L,50.1,241,240,240,416,415,417,617,643,617,50.1,241,240,239,418,417,418,0,0,0,0.066,53.6,27.8,45.8,28.1,,,,01100001 0000,01010001 0010,AUT,1502,93.4,87,41,4.08,1.42,66,38,#####,#####,27.4,,,11110000,,0,10111110 00000000,,,,,,,,,
-812,C05 - SGC1616,Time stamp,44550,23:52:00.3,0,1501,451,2563,312,0.82,L,50.1,240,239,239,414,414,416,785,744,723,50.1,240,240,239,417,416,417,0,0,0,-0.006,49.5,27,44.9,0,#####,#####,#####,10100000 0000,10010001 0111,AUT,1501,109.3,78,38,4.24,1.3,#####,,,,,,,10111100,,11100,10111110 00000000,,,2822690,,,,,,
-813,C06 - SGB 1601,Time stamp,44550,23:52:00.2,0,1499,421,2563,301,0.81,L,50.1,241,240,241,416,416,418,787,696,670,50.1,240,240,241,419,418,420,0,0,0,0.096,52.6,28.3,54.2,28.2,#####,#####,47,10010000 0100,01001100 0011,AUT,1500,112.1,88,56,3.08,1.56,,,,,,,,,,,10111110 00000000,,,,,,,,11111110 00000000,11111110 00000000
-814,C03 - SGC 1618,Time stamp,44550,23:52:00.2,0,1500,465,2566,301,0.84,L,50.1,240,239,239,414,414,415,803,784,747,50.1,239,240,239,416,416,417,0,0,0,0.01,47.6,27.4,41.9,0,#####,#####,#####,00100000 0000,10010001 0111,AUT,1503,109.4,77,33,4.48,1.3,#####,,,,,,,10111100,,11100,10111110 00000000,#####,#####,2895747,,,,,,
-815,C01 - SGB 1603,Time stamp,44550,23:52:00.2,0,1501,390,2561,260,0.83,L,50,240,240,240,415,415,417,677,622,661,50,240,240,240,418,417,418,0,0,0,0.016,54.1,27.9,48.3,27.9,#####,#####,#####,10010001 0100,01001100 0011,AUT,1501,104.4,89,50,3.76,1.32,76,#####,#####,#####,#####,#####,#####,1111,11000000,0,10111110 00000000,,,,,,,,,
-816,C04 - SGC 1615,Time stamp,44550,23:52:00.0,0,1503,457,2573,309,0.83,L,50.1,240,240,240,417,415,416,823,792,755,50.1,240,240,240,417,417,418,0,0,0,0.046,47.6,27.4,36.6,0,#####,#####,#####,10100001 0000,10010001 0111,AUT,1503,109.7,78,33,4.08,1.26,#####,#####,#####,#####,#####,#####,#####,10111100,0,11100,10111110 00000000,,,,#####,#####,#####,0,,
-817,C05 - SGC1616,Time stamp,44550,23:51:00.3,0,1500,492,2742,320,0.84,L,50,239,240,239,414,414,416,854,812,783,50,240,239,239,417,415,417,0,0,0,0,49.4,27,44.9,0.4,#####,#####,#####,10100000 0000,10010001 0111,AUT,1500,116.5,78,38,4.28,1.36,#####,,,,,,,10111100,,11100,10111110 00000000,,,2822682,,,,,,
-818,C04 - SGC 1615,Time stamp,44550,23:51:00.3,0,1502,491,2742,316,0.84,L,50,240,240,240,416,415,416,876,830,790,50,240,239,239,417,417,417,0,0,0,0.028,47.9,27.4,36.6,0,#####,#####,#####,10100001 0000,10010001 0111,AUT,1501,115.4,77,33,4.12,1.32,#####,#####,#####,#####,#####,#####,#####,10111100,0,11100,10111110 00000000,,,,#####,#####,#####,0,,
-819,C07 - SGJ-1500,Time stamp,44550,23:51:00.2,0,1503,428,2718,266,0.85,L,50.1,241,240,240,416,416,417,701,740,710,50.1,241,239,239,418,417,418,0,0,0,0.05,53.8,27.9,45.8,28.1,,,,01100001 0000,01010001 0010,AUT,1504,105.4,87,42,4.04,1.64,75,38,#####,#####,27.5,,,11110000,,0,10111110 00000000,,,,,,,,,
-820,C06 - SGB 1601,Time stamp,44550,23:51:00.1,0,1498,430,2749,314,0.81,L,50.1,240,240,241,416,416,418,795,694,675,50.1,240,240,241,419,418,419,0,0,0,0.266,52.4,28.3,54.2,28.2,#####,#####,48,10010000 0100,01001100 0011,AUT,1499,114.1,88,55,3.08,1.6,,,,,,,,,,,10111110 00000000,,,,,,,,11111110 00000000,11111110 00000000
-821,C01 - SGB 1603,Time stamp,44550,23:51:00.1,0,1499,424,2770,274,0.84,L,50.1,240,240,240,415,415,417,721,666,708,50.1,240,240,240,417,416,417,0,0,0,-0.032,53.9,27.9,48.3,27.9,#####,#####,#####,10010001 0100,01001100 0011,AUT,1501,114.4,89,49,3.84,1.46,80,#####,#####,#####,#####,#####,#####,1111,11000000,0,10111110 00000000,,,,,,,,,
-822,C07 - SGJ-1500,Time stamp,44550,23:50:00.2,0,1502,315,2273,226,0.81,L,50.1,241,240,240,416,416,417,533,559,533,50.1,241,239,240,417,418,418,0,0,0,0.116,53.7,28,45.8,28.3,,,,01100001 0000,01010001 0010,AUT,1503,77.9,87,41,4.04,1.1,59,38,#####,#####,27.5,,,11110000,,0,10111110 00000000,,,,,,,,,
-823,C05 - SGC1616,Time stamp,44550,23:50:00.2,0,1499,423,2277,274,0.84,L,50.1,240,240,239,415,414,416,740,690,671,50.1,240,240,239,417,416,417,0,0,0,-0.018,49.9,27.1,44.9,0,#####,#####,#####,10100000 0000,10010001 0111,AUT,1501,102.5,78,38,4.28,1.16,#####,,,,,,,10111100,,11100,10111110 00000000,,,2822675,,,,,,
-824,C04 - SGC 1615,Time stamp,44550,23:50:00.2,0,1500,404,2277,288,0.81,L,50.1,240,240,240,417,415,416,719,686,653,50.1,240,239,240,417,417,417,0,0,0,-0.008,47,27.4,36.6,0,#####,#####,#####,10100001 0000,10010001 0111,AUT,1501,97.3,77,33,4.12,1.12,#####,#####,#####,#####,#####,#####,#####,10111100,0,11100,10111110 00000000,,,,#####,#####,#####,0,,
-825,C01 - SGB 1603,Time stamp,44550,23:50:00.1,0,1502,334,2296,233,0.82,L,50,240,240,240,415,415,416,582,536,574,50,240,240,240,417,416,417,0,0,0,0.114,54.3,27.9,48.8,27.9,#####,#####,#####,10010001 0100,01001100 0011,AUT,1500,89.7,89,48,3.76,1,66,#####,#####,#####,#####,#####,#####,1111,11000000,0,10111110 00000000,,,,,,,,,
-826,C06 - SGB 1601,Time stamp,44550,23:50:00.0,0,1503,391,2287,266,0.83,L,50,240,240,240,416,415,418,731,634,618,50,240,239,241,418,417,419,0,0,0,-0.076,52.7,28.3,54.2,28.2,#####,#####,46,10010000 0100,01001100 0011,AUT,1500,105.8,88,53,3.12,1.38,,,,,,,,,,,10111110 00000000,,,,,,,,11111110 00000000,11111110 00000000
-827,C06 - SGB 1601,Time stamp,44550,23:49:00.3,0,1499,388,2369,276,0.81,L,50,241,240,240,416,416,418,730,642,622,50,240,240,241,419,418,419,0,0,0,0.16,52.5,28.3,54.2,28.2,#####,#####,46,10010000 0100,01001100 0011,AUT,1503,106.9,88,53,3.12,1.28,,,,,,,,,,,10111110 00000000,,,,,,,,11111110 00000000,11111110 00000000
-828,C04 - SGC 1615,Time stamp,44550,23:49:00.2,0,1500,418,2388,292,0.82,L,50,240,240,240,416,415,417,739,704,676,50,240,239,239,417,416,417,0,0,0,0.008,47.5,27.4,36.6,0,#####,#####,#####,10100001 0000,10010001 0111,AUT,1501,103,77,33,4.12,1.12,#####,#####,#####,#####,#####,#####,#####,10111100,0,11100,10111110 00000000,,,,#####,#####,#####,0,,
-829,C07 - SGJ-1500,Time stamp,44550,23:49:00.1,0,1501,360,2383,239,0.83,L,50,241,240,240,416,415,417,603,625,601,50,241,239,239,418,417,418,0,0,0,0.07,53.8,27.9,45.8,28.2,,,,01100001 0000,01010001 0010,AUT,1501,88.9,87,42,4.12,1.28,65,38,#####,#####,27.4,,,11110000,,0,10111110 00000000,,,,,,,,,
-830,C05 - SGC1616,Time stamp,44550,23:49:00.1,0,1501,432,2380,304,0.82,L,50,240,240,239,415,414,416,782,732,722,50,240,240,239,417,416,417,0,0,0,0.006,49.5,27.1,44.4,0,#####,#####,#####,10100000 0000,10010001 0111,AUT,1501,105.5,78,38,4.32,1.18,#####,,,,,,,10111100,,11100,10111110 00000000,,,2822668,,,,,,
-831,C01 - SGB 1603,Time stamp,44550,23:49:00.0,0,1499,349,2388,248,0.82,L,50,240,241,240,416,416,417,608,567,600,50,240,240,240,417,417,417,0,0,0,0.064,54.1,27.9,48.3,27.9,#####,#####,#####,10010001 0100,01001100 0011,AUT,1499,97,89,49,3.8,1.08,69,#####,#####,#####,#####,#####,#####,1111,11000000,0,10111110 00000000,,,,,,,,,
-832,C07 - SGJ-1500,Time stamp,44550,23:48:00.3,0,1502,330,2286,231,0.82,L,50,241,240,240,416,415,417,550,574,550,50,241,239,239,418,417,418,0,0,0,0.09,53.5,27.8,45.8,28.1,,,,01100001 0000,01010001 0010,AUT,1503,81.9,87,41,4.12,1.16,61,38,#####,#####,27.5,,,11110000,,0,10111110 00000000,,,,,,,,,
-833,C01 - SGB 1603,Time stamp,44550,23:48:00.3,0,1502,337,2292,237,0.82,L,50,240,240,240,415,415,417,587,546,580,50,240,240,240,417,417,418,0,0,0,0.124,54.3,27.9,48.3,27.9,#####,#####,#####,10010001 0100,01001100 0011,AUT,1503,91.4,89,49,3.8,1.04,66,#####,#####,#####,#####,#####,#####,1111,11000000,0,10111110 00000000,,,,,,,,,
-834,C06 - SGB 1601,Time stamp,44550,23:48:00.2,0,1502,386,2293,272,0.82,L,50.1,241,240,241,416,416,419,728,634,615,50.1,240,240,241,419,417,419,0,0,0,-0.04,52.7,28.3,54.2,28.2,#####,#####,47,10010000 0100,01001100 0011,AUT,1501,106.1,88,53,3.12,1.34,,,,,,,,,,,10111110 00000000,,,,,,,,11111110 00000000,11111110 00000000
-835,C04 - SGC 1615,Time stamp,44550,23:48:00.1,0,1502,412,2290,287,0.82,L,50,240,240,240,417,415,417,740,712,674,50,240,239,239,417,417,417,0,0,0,0.02,47.2,27.4,36.6,0,#####,#####,#####,10100001 0000,10010001 0111,AUT,1501,99.4,78,33,4.16,1.12,#####,#####,#####,#####,#####,#####,#####,10111100,0,11100,10111110 00000000,,,,#####,#####,#####,0,,
-836,C05 - SGC1616,Time stamp,44550,23:48:00.0,0,1501,421,2290,283,0.83,L,50.1,240,240,239,415,414,416,744,694,677,50.1,240,240,239,417,416,417,0,0,0,0.012,50,27.1,44.9,0,#####,#####,#####,10100000 0000,10010001 0111,AUT,1501,102.5,78,38,4.28,1.18,#####,,,,,,,10111100,,11100,10111110 00000000,,,2822661,,,,,,
-837,C05 - SGC1616,Time stamp,44550,23:47:00.3,0,1501,430,2399,290,0.83,L,50,240,240,239,415,414,416,772,739,720,50,240,240,239,417,416,417,0,0,0,0.026,49.7,27.1,44.9,0,#####,#####,#####,10100000 0000,10010001 0111,AUT,1501,104.5,78,38,4.32,1.2,#####,,,,,,,10111100,,11100,10111110 00000000,,,2822654,,,,,,
-838,C07 - SGJ-1500,Time stamp,44550,23:47:00.2,0,1501,361,2418,239,0.83,L,50.1,241,240,240,416,415,417,589,617,583,50.1,241,239,239,418,417,418,0,0,0,0.068,53.7,27.9,45.8,28.1,,,,01100001 0000,01010001 0010,AUT,1500,88.1,87,41,4.04,1.34,66,38,#####,#####,27.5,,,11110000,,0,10111110 00000000,,,,,,,,,
-839,C06 - SGB 1601,Time stamp,44550,23:47:00.2,0,1500,405,2418,275,0.83,L,50,241,240,241,416,416,419,745,648,623,50,240,239,241,419,417,419,0,0,0,0.084,52.5,28.3,54.2,28.2,#####,#####,47,10010000 0100,01001100 0011,AUT,1502,108.4,88,54,3.12,1.42,,,,,,,,,,,10111110 00000000,,,,,,,,11111110 00000000,11111110 00000000
-840,C01 - SGB 1603,Time stamp,44550,23:47:00.2,0,1502,352,2408,245,0.82,L,50.1,240,240,240,416,415,416,616,567,602,50.1,239,240,240,417,417,417,0,0,0,0.04,54.1,27.9,48.3,27.9,#####,#####,#####,10010001 0100,01001100 0011,AUT,1501,95.9,89,49,3.84,1.14,70,#####,#####,#####,#####,#####,#####,1111,11000000,0,10111110 00000000,,,,,,,,,
-841,C04 - SGC 1615,Time stamp,44550,23:47:00.1,0,1500,425,2412,295,0.82,L,50,240,240,240,417,415,416,760,731,696,50,240,239,239,417,417,417,0,0,0,0.052,47.4,27.4,36.6,0,#####,#####,#####,10100001 0000,10010001 0111,AUT,1502,102.9,78,34,4.16,1.18,#####,#####,#####,#####,#####,#####,#####,10111100,0,11100,10111110 00000000,,,,#####,#####,#####,0,,
-842,C04 - SGC 1615,Time stamp,44550,23:46:00.4,0,1501,419,2324,287,0.82,L,50,240,240,240,416,415,416,742,711,684,50,240,239,239,417,417,417,0,0,0,0.032,47.3,27.4,36.6,0,#####,#####,#####,10100001 0000,10010001 0111,AUT,1500,101.3,78,34,4.16,1.16,#####,#####,#####,#####,#####,#####,#####,10111100,0,11100,10111110 00000000,,,,#####,#####,#####,0,,
-843,C05 - SGC1616,Time stamp,44550,23:46:00.3,0,1498,418,2322,292,0.82,L,50,239,240,239,415,414,416,737,697,680,50,240,240,239,417,416,417,0,0,0,0.006,49.7,27,44.9,0,#####,#####,#####,10100000 0000,10010001 0111,AUT,1501,102.4,79,39,4.28,1.14,#####,,,,,,,10111100,,11100,10111110 00000000,,,2822646,,,,,,
-844,C07 - SGJ-1500,Time stamp,44550,23:46:00.2,0,1500,340,2356,231,0.83,L,50,241,240,240,416,414,416,547,584,555,50,241,239,239,417,416,417,0,0,0,0.094,53.6,28,45.8,28.2,,,,01100001 0000,01010001 0010,AUT,1497,83.2,87,42,4.08,1.2,62,38,#####,#####,27.5,,,11110000,,0,10111110 00000000,,,,,,,,,
-845,C06 - SGB 1601,Time stamp,44550,23:46:00.1,0,1501,390,2319,277,0.81,L,50,240,240,240,416,416,418,750,659,635,50,240,240,241,419,418,419,0,0,0,0.01,52.6,28.3,54.2,28.2,#####,#####,49,10010000 0100,01001100 0011,AUT,1502,106.1,88,53,3.12,1.32,,,,,,,,,,,10111110 00000000,,,,,,,,11111110 00000000,11111110 00000000
-846,C01 - SGB 1603,Time stamp,44550,23:46:00.1,0,1500,346,2322,242,0.82,L,50,240,240,240,415,415,416,619,569,607,50,240,240,240,417,417,417,0,0,0,0.074,54.2,27.9,48.3,27.9,#####,#####,#####,10010001 0100,01001100 0011,AUT,1501,94.2,89,49,3.76,1.06,68,#####,#####,#####,#####,#####,#####,1111,11000000,0,10111110 00000000,,,,,,,,,
-847,C04 - SGC 1615,Time stamp,44550,23:45:00.2,0,1497,446,2493,298,0.83,L,50,240,240,240,416,414,416,752,724,686,50,240,239,239,417,416,417,0,0,0,0.01,47.4,27.4,36.6,0,#####,#####,#####,10100001 0000,10010001 0111,AUT,1499,108.7,78,34,4.08,1.18,#####,#####,#####,#####,#####,#####,#####,10111100,0,11100,10111110 00000000,,,,#####,#####,#####,0,,
-848,C07 - SGJ-1500,Time stamp,44550,23:45:00.1,0,1499,377,2468,242,0.84,L,50,241,240,240,416,415,417,628,656,629,50,241,239,239,418,417,418,0,0,0,0.068,53.5,28,45.8,28.3,,,,01100001 0000,01010001 0010,AUT,1501,93.1,87,42,4.04,1.34,68,38,#####,#####,27.5,,,11110000,,0,10111110 00000000,,,,,,,,,
-849,C05 - SGC1616,Time stamp,44550,23:45:00.1,0,1501,450,2490,302,0.83,L,49.9,239,239,238,414,413,415,801,767,741,49.9,239,239,239,416,415,416,0,0,0,0.018,49.6,27,44.9,0,#####,#####,#####,10100000 0000,10010001 0111,AUT,1497,106.8,79,39,4.32,1.18,#####,,,,,,,10111100,,11100,10111110 00000000,,,2822639,,,,,,
-850,C01 - SGB 1603,Time stamp,44550,23:45:00.1,0,1501,359,2480,250,0.82,L,50,240,240,239,415,414,416,649,599,638,50,239,240,240,417,416,417,0,0,0,0.052,54.1,27.9,48.3,27.9,#####,#####,#####,10010001 0100,01001100 0011,AUT,1501,97.4,89,49,3.84,1.1,70,#####,#####,#####,#####,#####,#####,1111,11000000,0,10111110 00000000,,,,,,,,,
-851,C06 - SGB 1601,Time stamp,44550,23:45:00.0,0,1500,408,2480,280,0.82,L,50,240,240,240,416,416,418,775,670,654,50,240,239,241,419,417,419,0,0,0,0.124,52.5,28.3,54.2,28.2,#####,#####,49,10010000 0100,01001100 0011,AUT,1498,109.7,88,53,3.12,1.42,,,,,,,,,,,10111110 00000000,,,,,,,,11111110 00000000,11111110 00000000
-852,C07 - SGJ-1500,Time stamp,44550,23:44:00.4,0,1499,335,2283,224,0.83,L,49.9,240,239,240,415,414,416,550,578,549,49.9,240,239,239,417,416,417,0,0,0,0.072,53.7,28,45.8,28.2,,,,01100001 0000,01010001 0010,AUT,1499,82.3,87,41,4,1.14,60,38,#####,#####,27.6,,,11110000,,0,10111110 00000000,,,,,,,,,
-853,C06 - SGB 1601,Time stamp,44550,23:44:00.3,0,1498,369,2237,271,0.81,L,50,241,240,241,417,416,419,705,620,601,50,241,240,241,419,418,419,0,0,0,-0.004,52.6,28.3,54.2,28.2,#####,#####,48,10010000 0100,01001100 0011,AUT,1500,103.6,88,53,3.12,1.2,,,,,,,,,,,10111110 00000000,,,,,,,,11111110 00000000,11111110 00000000
-854,C04 - SGC 1615,Time stamp,44550,23:44:00.1,0,1499,398,2250,279,0.82,L,50,240,239,240,416,414,416,717,689,656,50,240,239,239,416,416,417,0,0,0,0.01,47.3,27.4,36.6,0,#####,#####,#####,10100001 0000,10010001 0111,AUT,1498,95.3,78,34,4.12,1.04,#####,#####,#####,#####,#####,#####,#####,10111100,0,11100,10111110 00000000,,,,#####,#####,#####,0,,
-855,C05 - SGC1616,Time stamp,44550,23:44:00.0,0,1498,409,2255,293,0.81,L,50,239,239,239,414,414,415,727,685,671,50,239,240,239,417,416,416,0,0,0,0.018,49.4,27.1,44.9,0,#####,#####,#####,10100000 0000,10010001 0111,AUT,1498,100.3,79,39,4.28,1.14,#####,,,,,,,10111100,,11100,10111110 00000000,,,2822632,,,,,,
-856,C01 - SGB 1603,Time stamp,44550,23:44:00.0,0,1499,339,2256,236,0.82,L,50,240,240,240,415,415,416,590,550,581,50,239,240,240,417,416,417,0,0,0,0.066,54.2,27.9,48.8,27.9,#####,#####,#####,10010001 0100,01001100 0011,AUT,1498,91.9,89,48,3.8,0.96,67,#####,#####,#####,#####,#####,#####,1111,11000000,0,10111110 00000000,,,,,,,,,
-857,C07 - SGJ-1500,Time stamp,44550,23:43:00.3,0,1498,331,2308,239,0.81,L,50,241,240,240,416,415,417,554,591,567,50,241,239,239,418,417,418,0,0,0,0.078,53.5,28,45.8,28.2,,,,01100001 0000,01010001 0010,AUT,1500,80.9,87,42,4.04,1.12,61,39,#####,#####,27.5,,,11110000,,0,10111110 00000000,,,,,,,,,
-858,C06 - SGB 1601,Time stamp,44550,23:43:00.3,0,1497,396,2309,270,0.83,L,50,241,240,240,416,416,418,727,646,617,50,240,240,241,419,418,419,0,0,0,0.004,52.6,28.3,54.2,28.2,#####,#####,48,10010000 0100,01001100 0011,AUT,1501,107.3,88,54,3.12,1.36,,,,,,,,,,,10111110 00000000,,,,,,,,11111110 00000000,11111110 00000000
-859,C05 - SGC1616,Time stamp,44550,23:43:00.3,0,1499,407,2305,298,0.81,L,50,239,240,239,414,414,416,737,697,677,50,240,239,239,417,416,417,0,0,0,0.018,49.6,27,44.9,0,#####,#####,#####,10100000 0000,10010001 0111,AUT,1501,100.2,79,38,4.28,1.14,#####,,,,,,,10111100,,11100,10111110 00000000,,,2822626,,,,,,
-860,C01 - SGB 1603,Time stamp,44550,23:43:00.3,0,1499,334,2309,239,0.81,L,50,240,240,240,415,415,416,586,539,573,50,239,240,240,417,417,417,0,0,0,0.088,54.3,27.9,48.8,27.9,#####,#####,#####,10010001 0100,01001100 0011,AUT,1498,90.6,89,49,3.8,1,66,#####,#####,#####,#####,#####,#####,1111,11000000,0,10111110 00000000,,,,,,,,,
