,Controller,Reason,Date,Time,Corr,RPM,Pwr,TotRun,Q,PF,LChr,Gfrq,Vg1,Vg2,Vg3,Vg12,Vg23,Vg31,Ig1,Ig2,Ig3,Bfrq,Vb1,Vb2,Vb3,Vb12,Vb23,Vb31,FC,FMI,OC,SRO,VRO,UBat,CPUT,D+,OilP,Wtmp,Flev,BIN,BOUT,Mode,Erpm,Eflr,Eclt,Eint,Eoil,Einp,Eld,EA8,EA9,EA10,EA11,EA12,EA13,EBI1,EBI2,EBO1,GL16,TotRun,DEFl,Soot,Reg16,CAN16,kWhour
-4736,C04 - SGC 1615,Terminal,7/31/2022,17:37:18.3,0,T=MB2 Stop command,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-4737,C04 - SGC 1615,Time stamp,7/31/2022,17:37:00.3,0,1500,0,0,0,0, ,50,240,240,240,416,415,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.3,27.3,45.4,0,#####,#####,#####,10000001 0000,10010001 0111,MAN,1500,20.9,76,37,4.8,0.06,#####,,,,,,,10111100,,11100,00000100 00000000,,,,,,
-4738,C03 - SGC 1618,Time stamp,7/31/2022,17:37:00.3,0,1500,0,0,0,0, ,50,241,240,240,416,416,417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.1,27.3,39.5,0,#####,#####,#####,00000000 0000,10010001 0111,AUT,1500,26.2,42,35,6.2,0.04,#####,,,,,,,10111100,,11100,00000100 00000000,,#####,#####,,,3961354
-4739,C05 - SGC1616,Time stamp,7/31/2022,17:37:00.2,0,1499,0,0,0,0, ,50,240,241,239,416,415,417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,26.7,41.9,0,#####,#####,#####,10000000 0000,10010001 0111,MAN,1500,22.5,51,36,5.96,0.04,#####,,,,,,,10111100,,11100,00000100 00000000,,,,,,4113580
-4740,C04 - SGC 1615,Time stamp,7/31/2022,17:36:00.3,0,1499,0,0,0,0, ,50,240,240,240,416,415,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.3,27.3,45.4,0,#####,#####,#####,10000001 0000,10010001 0111,MAN,1500,21.2,75,37,4.84,0.04,#####,,,,,,,10111100,,11100,00000100 00000000,,,,,,
-4741,C03 - SGC 1618,Time stamp,7/31/2022,17:36:00.3,0,1500,0,0,0,0, ,50,241,240,240,416,416,417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.7,27.2,39,0,#####,#####,#####,00000000 0000,10010001 0111,AUT,1499,28.6,36,34,6.44,0.04,#####,,,,,,,10111100,,11100,00000100 00000000,,#####,#####,,,3961354
-4742,C05 - SGC1616,Time stamp,7/31/2022,17:36:00.1,0,1496,0,0,0,0, ,49.7,238,238,238,412,412,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.3,26.7,41.4,0,#####,#####,#####,10000000 0000,10010001 0111,MAN,1489,25.6,46,36,6.04,0.06,#####,,,,,,,10111100,,11100,00000100 00000000,,,,,,4113580
-4743,C03 - SGC 1618,Running,7/31/2022,17:35:20.5,0,706,0,0,0,0, ,23.7,36,36,36,62,63,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,25.6,39,25,#####,#####,#####,00000000 0000,10000000 0001,AUT,712,9,33,34,5.04,0,#####,,,,,,,10111100,,10100,00000100 00000000,,#####,#####,,,3961354
-4744,C03 - SGC 1618,Idle run,7/31/2022,17:35:15.5,0,369,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,21.6,39,21,#####,#####,#####,00000000 0000,11000000 0000,AUT,374,15.6,33,34,0,0,#####,,,,,,,10111100,,10100,00000100 00000000,,#####,#####,,,3961354
-4745,C03 - SGC 1618,Wrn AmberLamp,7/31/2022,17:35:09.9,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,25.4,39,0,#####,#####,#####,00000000 0000,10000000 0000,AUT,0,0,33,34,0,0,#####,,,,,,,10111100,,100,00000100 00000000,,#####,#####,,,3961354
-4746,C03 - SGC 1618,Gen PMS start,7/31/2022,17:35:08.2,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,25.4,39,0,#####,#####,#####,00000000 0000,00000000 1000,AUT,#####,#####,#####,#####,#####,#####,#####,,,,,,,0,,100,00000100 00000000,,#####,#####,,,3961354
-4747,C04 - SGC 1615,Time stamp,7/31/2022,17:35:00.2,0,1500,0,0,0,0, ,50,240,240,240,416,415,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.3,27.3,45.4,0,#####,#####,#####,10000001 0000,10010001 0111,MAN,1499,21,75,37,4.88,0.06,#####,,,,,,,10111100,,11100,00000100 00000000,,,,,,
-4748,C05 - SGC1616,Time stamp,7/31/2022,17:35:00.1,0,1499,0,0,0,0, ,50,240,240,240,415,415,417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,26.7,41,0,#####,#####,#####,10000000 0000,10010001 0111,MAN,1499,22.6,42,36,6.2,0.04,#####,,,,,,,10111100,,11100,00000100 00000000,,,,,,4113580
-4749,C05 - SGC1616,SetpointChange,7/31/2022,17:34:57.0,0,T=INT CON(8315)=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-4750,C04 - SGC 1615,Time stamp,7/31/2022,17:34:00.2,0,1500,0,0,0,0, ,50,240,240,240,416,415,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.3,27.3,45.4,0,#####,#####,#####,10000001 0000,10010001 0111,MAN,1500,21.4,76,37,4.92,0.06,#####,,,,,,,10111100,,11100,00000100 00000000,,,,,,
-4751,C05 - SGC1616,Time stamp,7/31/2022,17:34:00.1,0,1499,0,0,0,0, ,50,240,240,239,415,415,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.1,26.5,40.5,0,#####,#####,#####,10000000 0000,10010001 0111,AUT,1500,21.7,37,35,6.4,0.04,#####,,,,,,,10111100,,11100,00000100 00000000,,,,,,4113580
-4752,C05 - SGC1616,Running,7/31/2022,17:33:27.8,0,707,0,0,0,0, ,23.6,16,16,16,28,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,25.1,40.5,24.5,#####,#####,#####,10000000 0000,10000000 0001,AUT,706,8.4,34,35,4.8,0,#####,,,,,,,10111100,,10100,00000100 00000000,,,,,,4113580
-4753,C05 - SGC1616,Idle run,7/31/2022,17:33:22.7,0,372,0,0,0,0, ,0,2,4,4,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,21.8,40.5,21.2,#####,#####,#####,10000000 0000,11000000 0000,AUT,384,20.2,34,35,0.04,0,#####,,,,,,,10111100,,10100,00000100 00000000,,,,,,4113580
-4754,C05 - SGC1616,Wrn AmberLamp,7/31/2022,17:33:19.4,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,25.2,40.5,0,#####,#####,#####,10000000 0000,10000000 0000,AUT,0,0,34,35,0,0,#####,,,,,,,10111100,,100,00000100 00000000,,,,,,4113580
-4755,C05 - SGC1616,Gen PMS start,7/31/2022,17:33:17.7,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,25.3,40.5,0,#####,#####,#####,10000000 0000,00000000 1000,AUT,#####,#####,#####,#####,#####,#####,#####,,,,,,,0,,100,00000100 00000000,,,,,,4113580
-4756,C04 - SGC 1615,Time stamp,7/31/2022,17:33:00.1,0,1500,0,0,0,0, ,50,240,240,240,416,415,417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.3,27.3,45.8,0,#####,#####,#####,10000001 0000,10010001 0111,MAN,1501,21.1,76,37,4.96,0.06,#####,,,,,,,10111100,,11100,00000100 00000000,,,,,,
-4757,C04 - SGC 1615,Time stamp,7/31/2022,17:32:00.0,0,1499,0,0,0,0, ,50,240,240,240,416,415,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.3,27.3,45.8,0,#####,#####,#####,10000001 0000,10010001 0111,MAN,1498,20.9,74,37,5,0.06,#####,,,,,,,10111100,,11100,00000100 00000000,,,,,,
-4758,C04 - SGC 1615,Time stamp,7/31/2022,17:31:00.3,0,1499,0,0,0,0, ,50,240,240,240,416,415,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.2,27.3,45.8,0,#####,#####,#####,10000001 0000,10010001 0111,MAN,1498,20.9,72,37,5.12,0.04,#####,,,,,,,10111100,,11100,00000100 00000000,,,,,,
-4759,C04 - SGC 1615,Time stamp,7/31/2022,17:30:00.2,0,1500,0,0,0,0, ,50,240,240,240,416,415,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.2,27.3,45.8,0,#####,#####,#####,10000001 0000,10010001 0111,MAN,1499,20.9,69,37,5.2,0.04,#####,,,,,,,10111100,,11100,00000100 00000000,,,,,,
-4760,C04 - SGC 1615,Time stamp,7/31/2022,17:29:00.1,0,1500,0,0,0,0, ,50,240,240,240,416,415,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.2,27.3,45.8,0,#####,#####,#####,10000001 0000,10010001 0111,MAN,1500,21.6,67,37,5.36,0.04,#####,,,,,,,10111100,,11100,00000100 00000000,,,,,,
-4761,C04 - SGC 1615,Time stamp,7/31/2022,17:28:00.1,0,1499,0,0,0,0, ,50,240,240,240,416,415,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.3,27.2,45.4,0,#####,#####,#####,10000001 0000,10010001 0111,MAN,1499,20.8,64,38,5.44,0.04,#####,,,,,,,10111100,,11100,00000100 00000000,,,,,,
-4762,C04 - SGC 1615,Time stamp,7/31/2022,17:27:00.0,0,1500,0,0,0,0, ,50,240,240,240,416,415,417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.3,27.2,44.9,0,#####,#####,#####,10000001 0000,10010001 0111,MAN,1500,23.2,61,38,5.52,0.04,#####,,,,,,,10111100,,11100,00000100 00000000,,,,,,
-4763,C04 - SGC 1615,Time stamp,7/31/2022,17:26:00.3,0,1500,0,0,0,0, ,50,240,240,241,417,416,417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.4,27.2,44.4,0,#####,#####,#####,10000001 0000,10010001 0111,MAN,1499,24.8,58,39,5.64,0.04,#####,,,,,,,10111100,,11100,00000100 00000000,,,,,,
-4764,C04 - SGC 1615,Terminal,7/31/2022,17:25:17.5,0,T=MB2 Start command,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-4765,C04 - SGC 1615,Running,7/31/2022,17:25:06.1,0,703,0,0,0,0, ,23.4,35,35,35,60,61,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,24.9,44.4,24.4,#####,#####,#####,10000001 0000,10000000 0001,MAN,701,7.2,57,48,2.88,0,#####,,,,,,,10111100,,10100,00000100 00000000,,,,,,
-4766,C04 - SGC 1615,Time stamp,7/31/2022,17:25:01.1,0,362,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,22,44.4,21.5,#####,#####,#####,10000001 0000,11000000 0000,MAN,371,5.9,56,51,0,0,#####,,,,,,,10111100,,10100,00000100 00000000,,,,,,
-4767,C04 - SGC 1615,Idle run,7/31/2022,17:25:01.1,0,362,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,22,44.4,21.5,#####,#####,#####,10000001 0000,11000000 0000,MAN,371,5.9,56,51,0,0,#####,,,,,,,10111100,,10100,00000100 00000000,,,,,,
-4768,C04 - SGC 1615,Wrn AmberLamp,7/31/2022,17:25:00.3,0,141,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,20.5,44.4,20,#####,#####,#####,10000001 0000,11000000 0000,MAN,146,0.7,56,51,0,0,#####,,,,,,,10111100,,10100,00000100 00000000,,,,,,
-4769,C04 - SGC 1615,Terminal,7/31/2022,17:24:58.8,0,T=MB2 Start command,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-4770,C04 - SGC 1615,Gen start,7/31/2022,17:24:58.6,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,25.6,44.4,0,#####,#####,#####,10000001 0000,00000000 1000,MAN,#####,#####,#####,#####,#####,#####,#####,,,,,,,0,,100,00000100 00000000,,,,,,
-4771,C04 - SGC 1615,Terminal,7/31/2022,17:24:58.5,0,T=MB2 Start command,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-4772,C04 - SGC 1615,SetpointChange,7/31/2022,17:22:43.1,0,T=MB2 CON(8315)=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-4773,C04 - SGC 1615,fbus under,7/31/2022,17:09:21.9,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,25.6,45.4,0,#####,#####,#####,10000001 0000,00000000 1000,AUT,#####,#####,#####,#####,#####,#####,#####,,,,,,,0,,100,00000100 00000000,,,,,,
-4774,C05 - SGC1616,fbus under,7/31/2022,17:09:21.9,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,25.3,41.4,0,#####,#####,#####,10000000 0000,00000000 1000,AUT,#####,#####,#####,#####,#####,#####,#####,,,,,,,0,,100,00000100 00000000,,,,,,4113580
-4775,C03 - SGC 1618,fbus under,7/31/2022,17:09:21.9,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,25.4,40,0,#####,#####,#####,00000000 0000,00000000 1000,AUT,#####,#####,#####,#####,#####,#####,#####,,,,,,,0,,100,00000100 00000000,,#####,#####,,,3961354
-4776,C03 - SGC 1618,Vb L2 under,7/31/2022,17:08:59.7,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,25.4,40.5,0,#####,#####,#####,00000000 0000,00000000 1000,AUT,#####,#####,#####,#####,#####,#####,#####,,,,,,,0,,100,00000000 00000000,,#####,#####,,,3961354
-4777,C04 - SGC 1615,Vb L3 under,7/31/2022,17:08:59.6,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,25.6,45.4,0,#####,#####,#####,10000001 0000,00000000 1000,AUT,#####,#####,#####,#####,#####,#####,#####,,,,,,,0,,100,00000000 00000000,,,,,,
-4778,C04 - SGC 1615,Vb L2 under,7/31/2022,17:08:59.6,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,25.6,45.4,0,#####,#####,#####,10000001 0000,00000000 1000,AUT,#####,#####,#####,#####,#####,#####,#####,,,,,,,0,,100,00000000 00000000,,,,,,
-4779,C05 - SGC1616,Vb L2 under,7/31/2022,17:08:59.6,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,25.3,41.4,0,#####,#####,#####,10000000 0000,00000000 1000,AUT,#####,#####,#####,#####,#####,#####,#####,,,,,,,0,,100,00000000 00000000,,,,,,4113580
-4780,C05 - SGC1616,Vb L1 under,7/31/2022,17:08:59.6,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,25.3,41.4,0,#####,#####,#####,10000000 0000,00000000 1000,AUT,#####,#####,#####,#####,#####,#####,#####,,,,,,,0,,100,00000000 00000000,,,,,,4113580
-4781,C03 - SGC 1618,Vb L1 under,7/31/2022,17:08:59.6,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,25.4,40.5,0,#####,#####,#####,00000000 0000,00000000 1000,AUT,#####,#####,#####,#####,#####,#####,#####,,,,,,,0,,100,00000000 00000000,,#####,#####,,,3961354
-4782,C03 - SGC 1618,Vb L3 under,7/31/2022,17:08:59.6,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,25.4,40.5,0,#####,#####,#####,00000000 0000,00000000 1000,AUT,#####,#####,#####,#####,#####,#####,#####,,,,,,,0,,100,00000000 00000000,,#####,#####,,,3961354
-4783,C04 - SGC 1615,Vb L1 under,7/31/2022,17:08:59.5,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,25.6,45.4,0,#####,#####,#####,10000001 0000,00000000 1000,AUT,#####,#####,#####,#####,#####,#####,#####,,,,,,,0,,100,00000000 00000000,,,,,,
-4784,C04 - SGC 1615,fbus under,7/31/2022,17:08:59.5,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,25.6,45.4,0,#####,#####,#####,10000001 0000,00000000 1000,AUT,#####,#####,#####,#####,#####,#####,#####,,,,,,,0,,100,00000000 00000000,,,,,,
-4785,C05 - SGC1616,Vb L3 under,7/31/2022,17:08:59.5,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,25.3,41.4,0,#####,#####,#####,10000000 0000,00000000 1000,AUT,#####,#####,#####,#####,#####,#####,#####,,,,,,,0,,100,00000000 00000000,,,,,,4113580
-4786,C03 - SGC 1618,fbus under,7/31/2022,17:08:59.5,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,25.5,40.5,0,#####,#####,#####,00000000 0000,00000000 1000,AUT,#####,#####,#####,#####,#####,#####,#####,,,,,,,0,,100,00000000 00000000,,#####,#####,,,3961354
-4787,C05 - SGC1616,fbus under,7/31/2022,17:08:59.4,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,25.3,41.4,0,#####,#####,#####,10000000 0000,00000000 1000,AUT,#####,#####,#####,#####,#####,#####,#####,,,,,,,0,,100,00000000 00000000,,,,,,4113580
-4788,C04 - SGC 1615,Other CB trip,7/31/2022,17:08:52.2,0,0,0,120,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,25.6,45.4,0,#####,#####,#####,10000001 0000,00000000 1000,AUT,#####,#####,#####,#####,#####,#####,#####,,,,,,,0,,100,10000000 00000000,,,,,,
-4789,C05 - SGC1616,Other CB trip,7/31/2022,17:08:52.2,0,0,0,120,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,25.3,41.4,0,#####,#####,#####,10000000 0000,00000000 1000,AUT,#####,#####,#####,#####,#####,#####,#####,,,,,,,0,,100,10000000 00000000,,,,,,4113580
-4790,C03 - SGC 1618,Other CB trip,7/31/2022,17:08:52.2,0,0,0,120,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,25.5,40.5,0,#####,#####,#####,00000000 0000,00000000 1000,AUT,#####,#####,#####,#####,#####,#####,#####,,,,,,,0,,100,10000000 00000000,,#####,#####,,,3961354
-4791,C04 - SGC 1615,Ready,7/31/2022,13:41:18.1,0,0,0,341,0,0, ,0,0,0,0,0,0,0,0,0,0,50.1,239,240,240,415,417,415,0,0,0,0,50,26.7,44.4,0,#####,#####,#####,10000001 0000,00000000 0001,AUT,#####,#####,#####,#####,#####,#####,#####,,,,,,,0,,10000100,10000110 00000000,,,,,,
-4792,C04 - SGC 1615,Gen PMS stop,7/31/2022,13:40:56.1,0,1500,0,324,0,0, ,50,242,241,242,419,418,420,0,0,0,50,239,239,239,415,416,415,0,0,0,0,50,27.3,44.4,0,#####,#####,#####,10000001 0000,10000001 0001,AUT,1500,19.9,76,37,5.12,0.06,#####,,,,,,,10111100,,11100,10000110 00000000,,,,,,
-4793,C04 - SGC 1615,Time stamp,7/31/2022,13:40:00.1,0,1499,0,367,0,0, ,50,242,241,242,419,418,419,0,0,0,50,239,239,238,415,416,414,0,0,0,0,50,27.3,44.4,0,#####,#####,#####,10000001 0000,10000001 0001,AUT,1499,20.4,76,37,5.16,0.06,#####,,,,,,,10111100,,11100,10000110 00000000,,,,,,
-4794,C04 - SGC 1615,Time stamp,7/31/2022,13:39:00.1,0,1500,0,380,0,0, ,50,242,242,242,420,418,420,0,0,0,50,239,239,238,415,416,414,0,0,0,0,50,27.3,44.4,0,#####,#####,#####,10000001 0000,10000001 0001,AUT,1500,19.6,76,37,5.24,0.08,#####,,,,,,,10111100,,11100,10000110 00000000,,,,,,
-4795,C04 - SGC 1615,GCB opened,7/31/2022,13:38:56.1,0,1497,4,372,23,0.17,L,49.9,242,242,243,420,420,421,0,0,0,49.9,238,237,237,414,414,413,0,0,0,-0.296,44.9,27.3,44.4,0,#####,#####,#####,10000001 0000,10000101 0111,AUT,1498,21,75,37,5.2,0.12,#####,,,,,,,10111100,,11100,10010110 00000000,,,,,,
-4796,C04 - SGC 1615,Cooling,7/31/2022,13:38:56.1,0,1497,4,372,23,0.17,L,49.9,242,242,243,420,420,421,0,0,0,49.9,238,237,237,414,414,413,0,0,0,-0.296,44.9,27.3,44.4,0,#####,#####,#####,10000001 0000,10000101 0111,AUT,1497,21,75,37,5.2,0.12,#####,,,,,,,10111100,,11100,10010110 00000000,,,,,,
-4797,C04 - SGC 1615,Soft unload,7/31/2022,13:38:50.1,0,1501,96,357,89,0.73,L,50.1,240,240,240,416,415,415,196,165,176,50.1,239,240,239,416,418,416,0,0,0,0.008,46.4,27.3,44.4,0,#####,#####,#####,10100001 0000,10010001 0111,AUT,1502,32,75,37,5.28,0.2,#####,,,,,,,10111100,,11100,10010110 00000000,,,,,,
-4798,C04 - SGC 1615,Time stamp,7/31/2022,13:38:00.0,0,1502,91,336,86,0.73,L,50.1,240,240,240,416,416,416,200,170,179,50.1,240,240,239,416,417,416,0,0,0,0.016,46.4,27.3,44.4,0,#####,#####,#####,10100001 0000,10010001 0111,AUT,1501,32.3,72,37,5.36,0.2,#####,,,,,,,10111100,,11100,10010110 00000000,,,,,,
-4799,C04 - SGC 1615,Time stamp,7/31/2022,13:37:00.3,0,1494,134,428,85,0.84,L,49.9,239,240,240,416,415,415,225,208,202,49.9,239,239,239,415,417,416,0,0,0,0.004,46.4,27.3,44.4,0,#####,#####,#####,10100001 0000,10010001 0111,AUT,1495,37.6,67,37,5.44,0.2,#####,,,,,,,10111100,,11100,10010110 00000000,,,,,,
-4800,C04 - SGC 1615,Time stamp,7/31/2022,13:36:00.2,0,1503,103,380,89,0.76,L,50.1,240,240,240,416,414,415,219,188,192,50.1,240,240,239,417,417,416,0,0,0,0.02,46.4,27.3,44.4,0,#####,#####,#####,10100001 0000,10010001 0111,AUT,1502,35.5,62,37,5.6,0.2,#####,,,,,,,10111100,,11100,10010110 00000000,,,,,,
-4801,C04 - SGC 1615,Time stamp,7/31/2022,13:35:00.1,0,1500,88,316,85,0.72,L,50,240,240,240,416,416,416,187,168,167,50,240,239,239,416,417,417,0,0,0,0.012,46.4,27.3,43.9,0,#####,#####,#####,10100001 0000,10010001 0111,AUT,1500,33.5,57,36,5.76,0.16,#####,,,,,,,10111100,,11100,10010110 00000000,,,,,,
-4802,C04 - SGC 1615,Time stamp,7/31/2022,13:34:00.1,0,1499,80,272,111,0.59,L,50,238,238,238,414,412,413,217,195,187,50,239,238,238,415,415,415,0,0,0,0.03,46.2,27.3,43.9,0,#####,#####,#####,10100001 0000,10010001 0111,AUT,1499,28.5,51,36,6,0.14,#####,,,,,,,10111100,,11100,10010110 00000000,,,,,,
-4803,C04 - SGC 1615,Time stamp,7/31/2022,13:33:00.0,0,1500,59,205,57,0.72,L,50,240,240,240,416,415,416,137,117,116,50,240,240,240,416,418,417,0,0,0,0,46.2,27.3,43.4,0,#####,#####,#####,10100001 0000,10010001 0111,AUT,1501,26.5,46,36,6.12,0.1,#####,,,,,,,10111100,,11100,10010110 00000000,,,,,,
-4804,C04 - SGC 1615,Time stamp,7/31/2022,13:32:00.3,0,1500,58,212,55,0.73,L,50,240,239,240,416,415,416,130,112,115,50,240,239,240,417,417,417,0,0,0,0.02,46.4,27.2,42.9,0,#####,#####,#####,10100001 0000,10010001 0111,AUT,1500,32.3,40,35,6.24,0.1,#####,,,,,,,10111100,,11100,10010110 00000000,,,,,,
-4805,C04 - SGC 1615,Loaded,7/31/2022,13:31:08.9,0,1501,77,276,94,0.63,L,50,239,239,240,415,415,415,184,160,161,50,240,240,239,417,418,417,0,0,0,0.326,48.5,27,42.4,0,#####,#####,#####,10100001 0000,10010001 0111,AUT,1500,41.7,33,35,6.52,0.06,#####,,,,,,,10111100,,11100,10010110 00000000,,,,,,
-4806,C04 - SGC 1615,GCB closed,7/31/2022,13:31:03.8,0,1490,-8,281,17,-0.41,L,50,239,239,240,415,415,415,96,106,73,50,239,239,239,416,417,416,0,0,0,0.046,48.9,26.9,42.4,0,#####,#####,#####,10100001 0000,10011001 0111,AUT,1503,31.7,32,34,6.6,0.02,#####,,,,,,,10111100,,11100,10000110 00000000,,,,,,
-4807,C04 - SGC 1615,Soft load,7/31/2022,13:31:03.8,0,1490,-8,281,17,-0.41,L,50,239,239,240,415,415,415,96,106,73,50,239,239,239,416,417,416,0,0,0,0.046,48.9,26.9,42.4,0,#####,#####,#####,10100001 0000,10011001 0111,AUT,1498,31.7,32,34,6.6,0.02,#####,,,,,,,10111100,,11100,10000110 00000000,,,,,,
-4808,C04 - SGC 1615,Time stamp,7/31/2022,13:31:00.2,0,1499,0,287,0,0, ,50,242,242,243,420,419,420,0,0,0,50,238,239,238,415,417,414,0,0,0,0.018,48.7,26.8,42.4,1.4,#####,#####,#####,10000001 0000,10010001 0111,AUT,1500,30.5,32,34,6.72,0.02,#####,,,,,,,10111100,,11100,10000110 00000000,,,,,,
-4809,C04 - SGC 1615,SyncStarted,7/31/2022,13:30:56.6,0,1497,0,282,0,0, ,49.9,245,245,245,425,424,426,0,0,0,50,239,238,238,415,417,415,0,0,0,0,49.7,26.3,42.4,0,#####,#####,#####,10000001 0000,10000001 0111,AUT,1497,28.7,32,34,6.84,0.02,#####,,,,,,,10111100,,11100,10000110 00000000,,,,,,
-4810,C04 - SGC 1615,Running,7/31/2022,13:30:51.5,0,707,0,240,0,0, ,23.5,34,34,34,59,59,59,0,0,0,50,239,239,239,414,415,413,0,0,0,0,50,24.7,42.4,24.2,#####,#####,#####,10000001 0000,10000000 0001,AUT,703,13.3,32,33,4.88,0,#####,,,,,,,10111100,,10100,10000110 00000000,,,,,,
-4811,C04 - SGC 1615,Idle run,7/31/2022,13:30:46.5,0,355,0,601,0,0, ,0,0,0,0,0,0,0,0,0,0,50,238,237,237,413,412,411,0,0,0,0,50,21.7,42.4,21.2,#####,#####,#####,10000001 0000,11000000 0000,AUT,377,10.1,33,33,0,0,#####,,,,,,,10111100,,10100,10000110 00000000,,,,,,
-4812,C04 - SGC 1615,Wrn AmberLamp,7/31/2022,13:30:45.4,0,125,0,602,0,0, ,0,0,0,0,0,0,0,0,0,0,50,238,238,236,413,411,410,0,0,0,0,50,19.9,42.4,19.3,#####,#####,#####,10000001 0000,11000000 0000,AUT,133,0.5,33,33,0,0,#####,,,,,,,10111100,,10100,10000110 00000000,,,,,,
